,Symbol,Name
8223,MEDPLUS.NS,MedPlus Health Services Limited
8224,MEGASOFT.NS,Megasoft Limited
8225,MEGH.NS,Meghmani Organics Limited
8226,MELSTAR.NS,Melstar Information Technologies Limited
8227,MENONBE.NS,Menon Bearings Limited
8228,MEP.NS,MEP Infrastructure Developers Limited
8229,MERCATOR.NS,Mercator Limited
8230,METALFORGE.NS,Metalyst Forgings Limited
8231,METROPOLIS.NS,Metropolis Healthcare Limited
8232,MFL.NS,Meghmani Finechem Limited
8233,MFSL.NS,Max Financial Services Limited
8234,MGEL.NS,Mangalam Global Enterprise Limited
8235,MGL.NS,Mahanagar Gas Limited
8236,MHRIL.NS,Mahindra Holidays & Resorts India Ltd
8237,MIC.NS,MIC Electronics Limited
8238,MIDHANI.NS,Mishra Dhatu Nigam Limited
8239,MINDACORP.NS,Minda Corporation Limited
8240,MINDAIND.NS,Minda Industries Limited
8241,MINDSPACE.NS,
8242,MINDTECK.NS,Mindteck (India) Limited
8243,MINDTREE.NS,Mindtree Limited
8244,MIRCELECTR.NS,MIRC Electronics Limited
8245,MIRZAINT.NS,Mirza International Limited
8246,MITTAL.NS,Mittal Life Style Limited
8247,MMFL.NS,M M Forgings Limited
8248,MMP.NS,MMP Industries Limited
8249,MMTC.NS,MMTC Limited
8250,MODIRUBBER.NS,Modi Rubber Limited
8251,MODISNME.NS,Modison Metals Limited
8252,MOGSEC.NS,Motilal Oswal Amc Ltd. - Motilal Oswal Mutual Fund - Motilal Oswal 5 Year G-Sec ETF
8253,MOHITIND.NS,Mohit Industries Limited
8254,MOHOTAIND.NS,Mohota Industries Limited
8255,MOIL.NS,MOIL Limited
8256,MOKSH.NS,Moksh Ornaments Limited
8257,MOL.NS,Meghmani Organics Limited
8258,MOLDTECH.NS,Mold-Tek Technologies Limited
8259,MOLDTKPAC.NS,Mold-Tek Packaging Limited
8260,MOM100.NS,Motilal Oswal Midcap 100 ETF
8261,MOM50.NS,Motilal Oswal M50 ETF
8262,MON100.NS,Motilal Oswal NASDAQ 100 ETF
8263,MONTECARLO.NS,Monte Carlo Fashions Limited
8264,MORARJEE.NS,Morarjee Textiles Limited
8265,MOREPENLAB.NS,Morepen Laboratories Limited
8266,MOTHERSUMI.NS,Motherson Sumi Systems Limited
8267,MOTILALOFS.NS,Motilal Oswal Financial Services Limited
8268,MOTOGENFIN.NS,The Motor & General Finance Limited
8269,MPHASIS.NS,Mphasis Limited
8270,MPSLTD.NS,MPS Limited
8271,MRF.NS,MRF Limited
8272,MRO-TEK.NS,MRO-TEK Realty Limited
8273,MRPL.NS,Mangalore Refinery and Petrochemicals Limited
8274,MSPL.NS,MSP Steel & Power Limited
8275,MSTCLTD.NS,MSTC Limited
8276,MTARTECH.NS,MTAR Technologies Limited
8277,MTEDUCARE.NS,MT Educare Limited
8278,MTNL.NS,Mahanagar Telephone Nigam Limited
8279,MUKANDENGG.NS,Mukand Engineers Limited
8280,MUKANDLTD.NS,Mukand Limited
8281,MUKTAARTS.NS,Mukta Arts Limited
8282,MUNJALAU.NS,Munjal Auto Industries Limited
8283,MUNJALSHOW.NS,Munjal Showa Limited
8284,MURUDCERA.NS,Murudeshwar Ceramics Ltd.
8285,MUTHOOTCAP.NS,Muthoot Capital Services Limited
8286,MUTHOOTFIN.NS,Muthoot Finance Limited
8287,NACLIND.NS,NACL Industries Limited
8288,NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited
8289,NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Ltd.
8290,NAGREEKEXP.NS,Nagreeka Exports Limited
8291,NAHARCAP.NS,Nahar Capital and Financial Services Limited
8292,NAHARINDUS.NS,Nahar Industrial Enterprises Limited
8293,NAHARPOLY.NS,Nahar Poly Films Limited
8294,NAHARSPING.NS,Nahar Spinning Mills Limited
8295,NAM-INDIA.NS,Nippon Life India Asset Management Limited
8296,NATCOPHARM.NS,NATCO Pharma Limited
8297,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited
8298,NATIONALUM.NS,National Aluminium Company Limited
8299,NATNLSTEEL.NS,National Steel and Agro Industries Limited
8300,NAUKRI.NS,Info Edge (India) Limited
8301,NAVINFLUOR.NS,Navin Fluorine International Limited
8302,NAVKARCORP.NS,Navkar Corporation Limited
8303,NAVNETEDUL.NS,Navneet Education Limited
8304,NAZARA.NS,Nazara Technologies Limited
8305,NBCC.NS,NBCC (India) Limited
8306,NBIFIN.NS,N.B.I. Industrial Finance Company Limited
8307,NBVENTURES.NS,Nava Bharat Ventures Limited
8308,NCC.NS,NCC Limited
8309,NCLIND.NS,NCL Industries Limited
8310,NCPSESDL24.NS,Nippon Life India Am Ltd. - Nippon India Mf-Nippon India Etf Nifty Cpse Bond Plus Sdl-2024 Maturity
8311,NDGL.NS,Naga Dhunseri Group Limited
8312,NDL.NS,Nandan Denim Limited
8313,NDRAUTO.NS,NDR Auto Components Limited
8314,NDTV.NS,New Delhi Television Limited
8315,NECCLTD.NS,North Eastern Carrying Corporation Limited
8316,NECLIFE.NS,Nectar Lifesciences Limited
8317,NELCAST.NS,Nelcast Limited
8318,NELCO.NS,Nelco Limited
8319,NEOGEN.NS,Neogen Chemicals Limited
8320,NESCO.NS,Nesco Limited
8321,NESTLEIND.NS,Nestl?� India Limited
8322,NETWORK18.NS,Network18 Media & Investments Limited
8323,NEULANDLAB.NS,Neuland Laboratories Limited
8324,NEWGEN.NS,Newgen Software Technologies Limited
8325,NEXTMEDIA.NS,Next Mediaworks Limited
8326,NFL.NS,National Fertilizers Limited
8327,NGIL.NS,Nakoda Group of Industries Limited
8328,NH.NS,Narayana Hrudayalaya Limited
8329,NHPC.NS,NHPC Limited
8330,NIACL.NS,The New India Assurance Company Limited
8331,NIBL.NS,NRB Industrial Bearings Limited
8332,NIITLTD.NS,NIIT Limited
8333,NILAINFRA.NS,Nila Infrastructures Limited
8334,NILASPACES.NS,Nila Spaces Limited
8335,NILKAMAL.NS,Nilkamal Limited
8336,NIPPOBATRY.NS,Indo National Limited
8337,NIRAJ.NS,Niraj Cement Structurals Limited
8338,NITCO.NS,NITCO Limited
8339,NITINFIRE.NS,Nitin Fire Protection Industries Limited
8340,NITINSPIN.NS,Nitin Spinners Limited
8341,NITIRAJ.NS,Nitiraj Engineers Limited
8342,NKIND.NS,N.K Industries Limited
8343,NLCINDIA.NS,NLC India Limited
8344,NMDC.NS,NMDC Limited
8345,NOCIL.NS,NOCIL Limited
8346,NOIDATOLL.NS,Noida Toll Bridge Company Limited
8347,NORBTEAEXP.NS,Norben Tea & Exports Limited
8348,NOVARTIND.NS,Novartis India Limited
8349,NPBET.NS,Tata Asset Management Limited - Tata Mutual Fund - Tata Nifty Private Bank Exchange Traded Fund
8350,NRAIL.NS,N R Agarwal Industries Limited
8351,NRBBEARING.NS,NRB Bearings Limited
8352,NSIL.NS,Nalwa Sons Investments Limited
8353,NTL.NS,Neueon Towers Limited
8354,NTPC.NS,NTPC Limited
8355,NUCLEUS.NS,Nucleus Software Exports Limited
8356,NURECA.NS,Nureca Limited
8357,NUVOCO.NS,Nuvoco Vistas Corporation Limited
8358,NXTDIGITAL.NS,Nxtdigital Limited
8359,OAL.NS,Oriental Aromatics Limited
8360,OBEROIRLTY.NS,Oberoi Realty Limited
8361,OCCL.NS,Oriental Carbon & Chemicals Limited
8362,OFSS.NS,Oracle Financial Services Software Limited
8363,OIL.NS,Oil India Limited
8364,OILCOUNTUB.NS,Oil Country Tubular Limited
8365,OISL.NS,OCL Iron and Steel Limited
8366,OLECTRA.NS,Olectra Greentech Limited
8367,OMAXAUTO.NS,Omax Autos Limited
8368,OMAXE.NS,Omaxe Limited
8369,OMINFRAL.NS,Om Infra Limited
8370,OMKARCHEM.NS,Omkar Speciality Chemicals Limited
8371,ONELIFECAP.NS,Onelife Capital Advisors Limited
8372,ONEPOINT.NS,One Point One Solutions Limited
8373,ONGC.NS,Oil and Natural Gas Corporation Limited
8374,ONMOBILE.NS,OnMobile Global Limited
8375,ONWARDTEC.NS,Onward Technologies Limited
8376,OPTIEMUS.NS,Optiemus Infracom Limited
8377,OPTOCIRCUI.NS,Opto Circuits (India) Limited
8378,ORBTEXP.NS,Orbit Exports Limited
8379,ORCHPHARMA.NS,Orchid Pharma Limited
8380,ORICONENT.NS,Oricon Enterprises Limited
8381,ORIENTABRA.NS,Orient Abrasives Limited
8382,ORIENTALTL.NS,Oriental Trimex Limited
8383,ORIENTBELL.NS,Orient Bell Limited
8384,ORIENTCEM.NS,Orient Cement Limited
8385,ORIENTELEC.NS,Orient Electric Limited
8386,ORIENTHOT.NS,Oriental Hotels Limited
8387,ORIENTLTD.NS,Orient Press Limited
8388,ORIENTPPR.NS,Orient Paper & Industries Limited
8389,ORIENTREF.NS,RHI Magnesita India Limited
8390,ORISSAMINE.NS,The Orissa Minerals Development Company Limited
8391,ORTEL.NS,Ortel Communications Limited
8392,ORTINLAB.NS,Ortin Laboratories Limited
8393,OSWALAGRO.NS,Oswal Agro Mills Limited
8394,PAEL.NS,PAE Limited
8395,PAGEIND.NS,Page Industries Limited
8396,PAISALO.NS,Paisalo Digital Limited
8397,PALASHSECU.NS,Palash Securities Limited
8398,PALREDTEC.NS,Palred Technologies Limited
8399,PANACEABIO.NS,Panacea Biotec Limited
8400,PANACHE.NS,Panache Digilife Limited
8401,PANAMAPET.NS,Panama Petrochem Limited
8402,PAR.NS,Par Drugs and Chemicals Limited
8403,PARACABLES.NS,Paramount Communications Limited
8404,PARAGMILK.NS,Parag Milk Foods Limited
8405,PARSVNATH.NS,Parsvnath Developers Limited
8406,PATELENG.NS,Patel Engineering Limited
8407,PATINTLOG.NS,Patel Integrated Logistics Limited
8408,PATSPINLTD.NS,Patspin India Limited
8409,PBAINFRA.NS,PBA Infrastructure Limited
8410,PCJEWELLER.NS,PC Jeweller Limited
8411,PDMJEPAPER.NS,Pudumjee Paper Products Limited
8412,PDPL.NS,Parenteral Drugs (India) Limited
8413,PDSMFL.NS,PDS Multinational Fashions Limited
8414,PEARLPOLY.NS,Pearl Polymers Limited
8415,PEL.NS,Piramal Enterprises Limited
8416,PENIND.NS,Pennar Industries Limited
8417,PENINLAND.NS,Peninsula Land Limited
8418,PERSISTENT.NS,Persistent Systems Limited
8419,PETRONET.NS,Petronet LNG Limited
8420,PFC.NS,Power Finance Corporation Limited
8421,PFIZER.NS,Pfizer Limited
8422,PFOCUS.NS,Prime Focus Limited
8423,PFS.NS,PTC India Financial Services Limited
8424,PGEL.NS,PG Electroplast Limited
8425,PGHH.NS,Procter & Gamble Hygiene and Health Care Limited
8426,PGHL.NS,Procter & Gamble Health Limited
8427,PGIL.NS,Pearl Global Industries Limited
8428,PHILIPCARB.NS,PCBL Limited
8429,PHOENIXLTD.NS,The Phoenix Mills Limited
8430,PIDILITIND.NS,Pidilite Industries Limited
8431,PIIND.NS,PI Industries Limited
8432,PILANIINVS.NS,Pilani Investment and Industries Corporation Limited
8433,PILITA.NS,Pil Italica Lifestyle Limited
8434,PIONDIST.NS,Pioneer Distilleries Limited
8435,PIONEEREMB.NS,Pioneer Embroideries Limited
8436,PITTIENG.NS,Pitti Engineering Limited
8437,PKTEA.NS,The Peria Karamalai Tea and Produce Company Limited
8438,PLASTIBLEN.NS,Plastiblends India Limited
8439,PNB.NS,Punjab National Bank
8440,PNBGILTS.NS,PNB Gilts Ltd.
8441,PNBHOUSING.NS,PNB Housing Finance Limited
8442,PNC.NS,Pritish Nandy Communications Ltd
8443,PNCINFRA.NS,PNC Infratech Limited
8444,PODDARHOUS.NS,Poddar Housing and Development Limited
8445,PODDARMENT.NS,Poddar Pigments Limited
8446,POKARNA.NS,Pokarna Limited
8447,POLYCAB.NS,Polycab India Limited
8448,POLYMED.NS,Poly Medicure Limited
8449,POLYPLEX.NS,Polyplex Corporation Limited
8450,PONNIERODE.NS,Ponni Sugars (Erode) Limited
8451,POONAWALLA.NS,Poonawalla Fincorp Limited
8452,POWERGRID.NS,Power Grid Corporation of India Limited
8453,POWERINDIA.NS,Hitachi Energy India Limited
8454,POWERMECH.NS,Power Mech Projects Limited
8455,PPAP.NS,PPAP Automotive Limited
8456,PPL.NS,Prakash Pipes Limited
8457,PRADIP.NS,Pradip Overseas Limited
8458,PRAENG.NS,Prajay Engineers Syndicate Limited
8459,PRAJIND.NS,Praj Industries Limited
8460,PRAKASH.NS,Prakash Industries Limited
8461,PRAKASHSTL.NS,Prakash Steelage Limited
8462,PRAXIS.NS,Praxis Home Retail Limited
8463,PRAXIS-RE.NS,
8464,PRECAM.NS,Precision Camshafts Limited
8465,PRECOT.NS,Precot Limited
8466,PRECWIRE.NS,Precision Wires India Limited
8467,PREMEXPLN.NS,Premier Explosives Limited
8468,PREMIER.NS,Premier Limited
8469,PREMIERPOL.NS,Premier Polyfilm Ltd.
8470,PRESSMN.NS,Pressman Advertising Limited
8471,PRESTIGE.NS,Prestige Estates Projects Limited
8472,PRICOLLTD.NS,Pricol Limited
8473,PRIMESECU.NS,Prime Securities Limited
8474,PRINCEPIPE.NS,Prince Pipes and Fittings Limited
8475,PRITIKAUTO.NS,Pritika Auto Industries Limited
8476,PRIVISCL.NS,Privi Speciality Chemicals Limited
8477,PROINDIA.NS,Equippp Social Impact Technologies Limited
8478,PROZONINTU.NS,Prozone Intu Properties Limited
8479,PRSMJOHNSN.NS,Prism Johnson Limited
8480,PSB.NS,Punjab & Sind Bank
8481,PSPPROJECT.NS,PSP Projects Limited
8482,PTC.NS,PTC India Limited
8483,PTL.NS,PTL Enterprises Limited
8484,PUNJABCHEM.NS,Punjab Chemicals and Crop Protection Limited
8485,PUNJLLOYD.NS,Punj Lloyd Limited
8486,PURVA.NS,Puravankara Limited
8487,PVP.NS,PVP Ventures Limited
8488,PVR.NS,PVR Limited
8489,QUESS.NS,Quess Corp Limited
8490,QUICKHEAL.NS,Quick Heal Technologies Limited
8491,QUINTEGRA.NS,Quintegra Solutions Limited
8492,RADAAN.NS,Radaan Mediaworks India Limited
8493,RADICO.NS,Radico Khaitan Limited
8494,RADIOCITY.NS,Music Broadcast Limited
8495,RAILTEL.NS,RailTel Corporation of India Limited
8496,RAIN.NS,Rain Industries Limited
8497,RAJESHEXPO.NS,Rajesh Exports Limited
8498,RAJMET.NS,Rajnandini Metal Limited
8499,RAJRATAN.NS,Rajratan Global Wire Limited
8500,RAJRAYON.NS,Raj Rayon Industries Limited
8501,RAJSREESUG.NS,Rajshree Sugars and Chemicals Limited
8502,RAJTV.NS,Raj Television Network Limited
8503,RAJVIR.NS,Rajvir Industries Limited
8504,RALLIS.NS,Rallis India Limited
8505,RAMANEWS.NS,Shree Rama Newsprint Limited
8506,RAMASTEEL.NS,Rama Steel Tubes Limited
8507,RAMCOCEM.NS,The Ramco Cements Limited
8508,RAMCOIND.NS,Ramco Industries Limited
8509,RAMCOSYS.NS,Ramco Systems Limited
8510,RAMKY.NS,Ramky Infrastructure Limited
8511,RAMSARUP.NS,Ramsarup Industries Limited
8512,RANASUG.NS,Rana Sugars Limited
8513,RANEENGINE.NS,Rane Engine Valve Limited
8514,RANEHOLDIN.NS,Rane Holdings Limited
8515,RATNAMANI.NS,Ratnamani Metals & Tubes Limited
8516,RAYMOND.NS,Raymond Limited
8517,RBL.NS,Rane Brake Lining Limited
8518,RBLBANK.NS,RBL Bank Limited
8519,RCF.NS,Rashtriya Chemicals and Fertilizers Limited
8520,RCOM.NS,Reliance Communications Limited
8521,RECLTD.NS,REC Limited
8522,REDINGTON.NS,Redington (India) Limited
8523,REFEX.NS,Refex Industries Limited
8524,REGENCERAM.NS,Regency Ceramics Limited
8525,RELAXO.NS,Relaxo Footwears Limited
8526,RELCAPITAL.NS,Reliance Capital Limited
8527,RELIANCE.NS,Reliance Industries Limited
8528,RELIANCEP1.NS,
8529,RELIGARE.NS,Religare Enterprises Limited
8530,RELINFRA.NS,Reliance Infrastructure Limited
8531,REMSONSIND.NS,Remsons Industries Limited
8532,RENUKA.NS,Shree Renuka Sugars Limited
8533,REPCOHOME.NS,Repco Home Finance Limited
8534,REPL.NS,Rudrabhishek Enterprises Limited
8535,REPRO.NS,Repro India Limited
8536,RESPONIND.NS,Responsive Industries Limited
8537,REVATHI.NS,Revathi Equipment Limited
8538,RGL.NS,Renaissance Global Limited
8539,RHFL.NS,Reliance Home Finance Limited
8540,RHIM.NS,RHI Magnesita India Limited
8541,RICOAUTO.NS,Rico Auto Industries Limited
8542,RIIL.NS,Reliance Industrial Infrastructure Limited
8543,RITES.NS,RITES Limited
8544,RKDL.NS,Ravi Kumar Distilleries Limited
8545,RKEC.NS,RKEC Projects Limited
8546,RKFORGE.NS,Ramkrishna Forgings Limited
8547,RMCL.NS,Radha Madhav Corporation Limited
8548,RML.NS,Rane (Madras) Limited
8549,RNAVAL.NS,Reliance Naval and Engineering Limited
8550,ROHITFERRO.NS,Rohit Ferro-Tech Limited
8551,ROHLTD.NS,Royal Orchid Hotels Limited
8552,ROLEXRINGS.NS,Rolex Rings Limited
8553,ROLLT.NS,Rollatainers Limited
8554,ROLTA.NS,Rolta India Limited
8555,ROML.NS,Raj Oil Mills Limited
8556,ROSSARI.NS,Rossari Biotech Limited
8557,ROSSELLIND.NS,Rossell India Limited
8558,ROUTE.NS,Route Mobile Limited
8559,RPGLIFE.NS,RPG Life Sciences Limited
8560,RPOWER.NS,Reliance Power Limited
8561,RPPINFRA.NS,R.P.P. Infra Projects Limited
8562,RPSGVENT.NS,RPSG Ventures Limited
8563,RSSOFTWARE.NS,R S Software (India) Limited
8564,RSWM.NS,RSWM Limited
8565,RSYSTEMS.NS,R Systems International Limited
8566,RTNINDIA.NS,RattanIndia Enterprises Limited
8567,RTNPOWER.NS,RattanIndia Power Limited
8568,RUBYMILLS.NS,The Ruby Mills Limited
8569,RUCHI.NS,Ruchi Soya Industries Limited
8570,RUCHINFRA.NS,Ruchi Infrastructure Limited
8571,RUCHIRA.NS,Ruchira Papers Limited
8572,RUPA.NS,Rupa & Company Limited
8573,RUSHIL.NS,Rushil D?�cor Limited
8574,RVHL.NS,Ravinder Heights Limited
8575,RVNL.NS,Rail Vikas Nigam Limited
8576,S&SPOWER.NS,S&S Power Switchgear Limited
8577,SABEVENTS.NS,SAB Events & Governance Now Media Limited
8578,SABTN.NS,Sri Adhikari Brothers Television Network Limited
8579,SADBHAV.NS,Sadbhav Engineering Limited
8580,SADBHIN.NS,Sadbhav Infrastructure Project Limited
8581,SAFARI.NS,Safari Industries (India) Limited
8582,SAGARDEEP.NS,Sagardeep Alloys Limited
8583,SAGCEM.NS,Sagar Cements Limited
8584,SAIL.NS,Steel Authority of India Limited
8585,SAKAR.NS,Sakar Healthcare Limited
8586,SAKHTISUG.NS,Sakthi Sugars Limited
8587,SAKSOFT.NS,Saksoft Limited
8588,SAKUMA.NS,Sakuma Exports Limited
8589,SALASAR.NS,Salasar Techno Engineering Limited
8590,SALONA.NS,Salona Cotspin Limited
8591,SALSTEEL.NS,S.A.L. Steel Limited
8592,SALZERELEC.NS,Salzer Electronics Limited
8593,SAMBHAAV.NS,Sambhaav Media Limited
8594,SANCO.NS,Sanco Industries Limited
8595,SANDESH.NS,The Sandesh Limited
8596,SANDHAR.NS,Sandhar Technologies Limited
8597,SANGAMIND.NS,Sangam (India) Limited
8598,SANGHIIND.NS,Sanghi Industries Limited
8599,SANGHVIMOV.NS,Sanghvi Movers Limited
8600,SANGINITA.NS,Sanginita Chemicals Limited
8601,SANOFI.NS,Sanofi India Limited
8602,SANSERA.NS,Sansera Engineering Limited
8603,SANWARIA.NS,Sanwaria Consumer Limited
8604,SARDAEN.NS,Sarda Energy & Minerals Limited
8605,SAREGAMA.NS,Saregama India Limited
8606,SARLAPOLY.NS,Sarla Performance Fibers Limited
8607,SASKEN.NS,Sasken Technologies Limited
8608,SASTASUNDR.NS,Sastasundar Ventures Limited
8609,SATHAISPAT.NS,Sathavahana Ispat Limited
8610,SATIA.NS,Satia Industries Limited
8611,SATIN.NS,Satin Creditcare Network Limited
8612,SBCL.NS,Shivalik Bimetal Controls Limited
8613,SBICARD.NS,SBI Cards and Payment Services Limited
8614,SBILIFE.NS,SBI Life Insurance Company Limited
8615,SBIN.NS,State Bank of India
8616,SCAPDVR.NS,Stampede Capital Limited
8617,SCHAEFFLER.NS,Schaeffler India Limited
8618,SCHAND.NS,S Chand and Company Limited
8619,SCHNEIDER.NS,Schneider Electric Infrastructure Limited
8620,SCI.NS,The Shipping Corporation of India Limited
8621,SDBL.NS,Som Distilleries & Breweries Limited
8622,SEAMECLTD.NS,Seamec Limited
8623,SECURKLOUD.NS,SecureKloud Technologies Limited
8624,SELAN.NS,Selan Exploration Technology Limited
8625,SEPOWER.NS,S. E. Power Limited
8626,SEQUENT.NS,Sequent Scientific Limited
8627,SERVOTECH.NS,Servotech Power Systems Limited
8628,SESHAPAPER.NS,Seshasayee Paper and Boards Limited
8629,SETCO.NS,Setco Automotive Limited
8630,SETUINFRA.NS,Setubandhan Infrastructure Limited
8631,SEYAIND.NS,Seya Industries Limited
8632,SEZAL.NS,Sejal Glass Limited
8633,SFL.NS,Sheela Foam Limited
8634,SGIL.NS,Synergy Green Industries Limited
8635,SGL.NS,STL Global Limited
8636,SHAHALLOYS.NS,Shah Alloys Limited
8637,SHAKTIPUMP.NS,Shakti Pumps (India) Limited
8638,SHALBY.NS,Shalby Limited
8639,SHALPAINTS.NS,Shalimar Paints Limited
8640,SHANKARA.NS,Shankara Building Products Limited
8641,SHANTI.NS,Shanti Overseas (India) Limited
8642,SHANTIGEAR.NS,Shanthi Gears Limited
8643,SHARDACROP.NS,Sharda Cropchem Limited
8644,SHARDAMOTR.NS,Sharda Motor Industries Limited
8645,SHAREINDIA.NS,Share India Securities Limited
8646,SHEMAROO.NS,Shemaroo Entertainment Limited
8647,SHIL.NS,Somany Home Innovation Limited
8648,SHILPAMED.NS,Shilpa Medicare Limited
8649,SHIRPUR-G.NS,Shirpur Gold Refinery Limited
8650,SHIVAMAUTO.NS,Shivam Autotech Limited
8651,SHIVAMILLS.NS,Shiva Mills Limited
8652,SHIVATEX.NS,Shiva Texyarn Limited
8653,SHK.NS,S H Kelkar and Company Limited
8654,SHOPERSTOP.NS,Shoppers Stop Limited
8655,SHRADHA.NS,Shradha Infraprojects Limited
8656,SHREDIGCEM.NS,Shree Digvijay Cement Company Ltd.
8657,SHREECEM.NS,Shree Cement Limited
8658,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited
8659,SHREERAMA.NS,Shree Rama Multi-Tech Limited
8660,SHRENIK.NS,Shrenik Limited
8661,SHREYANIND.NS,Shreyans Industries Limited
8662,SHREYAS.NS,Shreyas Shipping and Logistics Limited
8663,SHRIPISTON.NS,Shriram Pistons & Rings Limited
8664,SHRIRAMCIT.NS,Shriram City Union Finance Limited
8665,SHRIRAMEPC.NS,Shriram EPC Limited
8666,SHYAMCENT.NS,Shyam Century Ferrous Limited
8667,SHYAMMETL.NS,Shyam Metalics and Energy Limited
8668,SHYAMTEL.NS,Shyam Telecom Limited
8669,SICAGEN.NS,Sicagen India Limited
8670,SICAL.NS,Sical Logistics Limited
8671,SIEMENS.NS,Siemens Limited
8672,SIGIND.NS,Signet Industries Limited
8673,SIL.NS,Standard Industries Limited
8674,SILGO.NS,Silgo Retail Limited
8675,SILINV.NS,SIL Investments Limited
8676,SILLYMONKS.NS,Silly Monks Entertainment Limited
8677,SIMBHALS.NS,Simbhaoli Sugars Limited
8678,SIMPLEXINF.NS,Simplex Infrastructures Limited
8679,SINTERCOM.NS,Sintercom India Limited
8680,SINTEX.NS,Sintex Industries Limited
8681,SIRCA.NS,Sirca Paints India Limited
8682,SIS.NS,SIS Limited
8683,SITINET.NS,SITI Networks Limited
8684,SIYSIL.NS,Siyaram Silk Mills Limited
8685,SJVN.NS,SJVN Limited
8686,SKFINDIA.NS,SKF India Limited
8687,SKIL.NS,SKIL Infrastructure Limited
8688,SKIPPER.NS,Skipper Limited
8689,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited
8690,SMARTLINK.NS,Smartlink Holdings Limited
8691,SMCGLOBAL.NS,SMC Global Securities Limited
8692,SMLISUZU.NS,SML Isuzu Limited
8693,SMPL.NS,Splendid Metal Products Limited
8694,SMSLIFE.NS,SMS Lifesciences India Limited
8695,SMSPHARMA.NS,SMS Pharmaceuticals Limited
8696,SNOWMAN.NS,Snowman Logistics Limited
8697,SOBHA.NS,Sobha Limited
8698,SOLARA.NS,Solara Active Pharma Sciences Limited
8699,SOLARINDS.NS,Solar Industries India Limited
8700,SOMANYCERA.NS,Somany Ceramics Limited
8701,SOMATEX.NS,Soma Textiles & Industries Limited
8702,SOMICONVEY.NS,Somi Conveyor Beltings Limited
8703,SONACOMS.NS,Sona BLW Precision Forgings Limited
8704,SONATSOFTW.NS,Sonata Software Limited
8705,SORILINFRA.NS,SORIL Infra Resources Limited
8706,SOTL.NS,Savita Oil Technologies Limited
8707,SOUTHBANK.NS,The South Indian Bank Limited
8708,SOUTHWEST.NS,South West Pinnacle Exploration Limited
8709,SPAL.NS,S.P. Apparels Limited
8710,SPANDANA.NS,Spandana Sphoorty Financial Limited
8711,SPARC.NS,Sun Pharma Advanced Research Company Limited
8712,SPCENET.NS,Spacenet Enterprises India Limited
8713,SPECIALITY.NS,Speciality Restaurants Limited
8714,SPENCERS.NS,Spencer's Retail Limited
8715,SPENTEX.NS,CLC Industries Limited
8716,SPIC.NS,Southern Petrochemical Industries Corporation Limited
8717,SPICEJET.NS,SpiceJet Limited
8718,SPLIL.NS,SPL Industries Limited
8719,SPMLINFRA.NS,SPML Infra Limited
8720,SPTL.NS,Sintex Plastics Technology Limited
8721,SPYL.NS,Shekhawati Poly-Yarn Limited
8722,SREEL.NS,Sreeleathers Limited
8723,SREINFRA.NS,Srei Infrastructure Finance Limited
8724,SRF.NS,SRF Limited
8725,SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited
8726,SRIPIPES.NS,Srikalahasthi Pipes Limited
8727,SRPL.NS,Shree Ram Proteins Limited
8728,SRTRANSFIN.NS,Shriram Transport Finance Company Limited
8729,SSWL.NS,Steel Strips Wheels Limited
8730,STAMPEDE.NS,Stampede Capital Limited
8731,STAR.NS,Strides Pharma Science Limited
8732,STARCEMENT.NS,Star Cement Limited
8733,STARPAPER.NS,Star Paper Mills Limited
8734,STCINDIA.NS,The State Trading Corporation of India Ltd.
8735,STEELCITY.NS,Steel City Securities Limited
8736,STEELXIND.NS,Steel Exchange India Limited
8737,STEL.NS,STEL Holdings Limited
8738,STERTOOLS.NS,Sterling Tools Limited
8739,STINDIA.NS,STI India Limited
8740,STLTECH.NS,Sterlite Technologies Limited
8741,STOVEKRAFT.NS,Stove Kraft Limited
8742,STYLAMIND.NS,
8743,SUBCAPCITY.NS,International Constructions Limited
8744,SUBEXLTD.NS,Subex Limited
8745,SUBROS.NS,Subros Limited
8746,SUDARSCHEM.NS,Sudarshan Chemical Industries Limited
8747,SUMEETINDS.NS,Sumeet Industries Limited
8748,SUMICHEM.NS,Sumitomo Chemical India Limited
8749,SUMIT.NS,Sumit Woods Limited
8750,SUMMITSEC.NS,Summit Securities Limited
8751,SUNCLAYLTD.NS,Sundaram-Clayton Limited
8752,SUNDARAM.NS,Sundaram Multi Pap Limited
8753,SUNDARMFIN.NS,Sundaram Finance Limited
8754,SUNDARMHLD.NS,Sundaram Finance Holdings Limited
8755,SUNDRMBRAK.NS,Sundaram Brake Linings Limited
8756,SUNDRMFAST.NS,Sundram Fasteners Limited
8757,SUNFLAG.NS,Sunflag Iron and Steel Company Limited
8758,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
8759,SUNTECK.NS,Sunteck Realty Limited
8760,SUNTV.NS,Sun TV Network Limited
